术语	词频	归一化权重	累积权重
中三酰	1	0.0000	0.9453
癌周	1	0.0000	0.9453
阿司匹林	1	0.0000	0.9453
抗早花	1	0.0000	0.9453
基底层	1	0.0000	0.9453
对花	1	0.0000	0.9454
叶状体	1	0.0000	0.9454
转库	1	0.0000	0.9454
苯丙酮	1	0.0000	0.9454
类醌	1	0.0000	0.9454
体侧	1	0.0000	0.9454
中酸橙	1	0.0000	0.9454
射门	1	0.0000	0.9454
传球	1	0.0000	0.9454
压阻	1	0.0000	0.9454
锁模	1	0.0000	0.9454
伤侧	1	0.0000	0.9454
组和酸	1	0.0000	0.9454
蔗果	1	0.0000	0.9455
状枝	1	0.0000	0.9455
病毒血症	1	0.0000	0.9455
单穗	1	0.0000	0.9455
发祥地	1	0.0000	0.9455
荠的	1	0.0000	0.9455
广薯	1	0.0000	0.9455
语言文学	1	0.0000	0.9455
层析图	1	0.0000	0.9455
估量	1	0.0000	0.9455
箭头	1	0.0000	0.9455
电子光谱	1	0.0000	0.9455
河组	1	0.0000	0.9455
围鞘	1	0.0000	0.9455
岩家	1	0.0000	0.9456
格子	1	0.0000	0.9456
计算机断层扫描	1	0.0000	0.9456
指尖	1	0.0000	0.9456
医务	1	0.0000	0.9456
心动	1	0.0000	0.9456
指纹识别	1	0.0000	0.9456
区脑	1	0.0000	0.9456
命令	1	0.0000	0.9456
轮椅	1	0.0000	0.9456
模拟训练	1	0.0000	0.9456
人血	1	0.0000	0.9456
收缩率	1	0.0000	0.9456
房扑	1	0.0000	0.9457
重氮基	1	0.0000	0.9457
芋叶	1	0.0000	0.9457
橘园	1	0.0000	0.9457
亚位	1	0.0000	0.9457
饼灸	1	0.0000	0.9457
隔药	1	0.0000	0.9457
型胞质	1	0.0000	0.9457
进料	1	0.0000	0.9457
铵氮	1	0.0000	0.9457
最高点	1	0.0000	0.9457
糖料	1	0.0000	0.9457
荣筋	1	0.0000	0.9457
幻觉	1	0.0000	0.9458
和二酰	1	0.0000	0.9458
冲击力	1	0.0000	0.9458
毛蕊	1	0.0000	0.9458
藏族人	1	0.0000	0.9458
厚径	1	0.0000	0.9458
厌氧产氢	1	0.0000	0.9458
鲜精	1	0.0000	0.9458
和绒	1	0.0000	0.9458
稻麦	1	0.0000	0.9458
耐渍性	1	0.0000	0.9458
肾足	1	0.0000	0.9458
晴和	1	0.0000	0.9458
球型	1	0.0000	0.9458
颗粒化	1	0.0000	0.9459
结防	1	0.0000	0.9459
火腿肠	1	0.0000	0.9459
氨类	1	0.0000	0.9459
顶角	1	0.0000	0.9459
护肝片	1	0.0000	0.9459
冰鲜	1	0.0000	0.9459
产氢	1	0.0000	0.9459
解码器	1	0.0000	0.9459
高度层	1	0.0000	0.9459
全柱	1	0.0000	0.9459
菊石	1	0.0000	0.9459
脾主肉	1	0.0000	0.9459
新纪元	1	0.0000	0.9460
互资	1	0.0000	0.9460
火焰	1	0.0000	0.9460
精力	1	0.0000	0.9460
刻度	1	0.0000	0.9460
开发周期	1	0.0000	0.9460
体育竞技	1	0.0000	0.9460
筋膜	1	0.0000	0.9460
肛缘	1	0.0000	0.9460
色斑	1	0.0000	0.9460
示范作用	1	0.0000	0.9460
图解	1	0.0000	0.9460
羟胺	1	0.0000	0.9460
掩码	1	0.0000	0.9461
薯型	1	0.0000	0.9461
缠绕茎	1	0.0000	0.9461
衣类	1	0.0000	0.9461
山袋	1	0.0000	0.9461
白颊	1	0.0000	0.9461
马体	1	0.0000	0.9461
全身性	1	0.0000	0.9461
摄取量	1	0.0000	0.9461
虚犬	1	0.0000	0.9461
种牛	1	0.0000	0.9461
条硫	1	0.0000	0.9461
聚酰胺	1	0.0000	0.9461
巯化	1	0.0000	0.9461
孢和	1	0.0000	0.9462
真品	1	0.0000	0.9462
压实	1	0.0000	0.9462
脉学	1	0.0000	0.9462
种子数	1	0.0000	0.9462
机组	1	0.0000	0.9462
热病	1	0.0000	0.9462
村落	1	0.0000	0.9462
县市	1	0.0000	0.9462
学术观点	1	0.0000	0.9462
自然史	1	0.0000	0.9462
免疫科	1	0.0000	0.9462
侵蚀性	1	0.0000	0.9462
全资	1	0.0000	0.9463
图灵机	1	0.0000	0.9463
半导体器件	1	0.0000	0.9463
刺蛾	1	0.0000	0.9463
内则	1	0.0000	0.9463
刺激性	1	0.0000	0.9463
资源分配	1	0.0000	0.9463
主痛	1	0.0000	0.9463
光黄素	1	0.0000	0.9463
根端	1	0.0000	0.9463
原分生	1	0.0000	0.9463
白唇	1	0.0000	0.9463
网膜	1	0.0000	0.9463
内长链	1	0.0000	0.9463
六瓣	1	0.0000	0.9464
小树	1	0.0000	0.9464
仪器设备	1	0.0000	0.9464
华吸鳅	1	0.0000	0.9464
水河	1	0.0000	0.9464
产脂	1	0.0000	0.9464
灯笼椒	1	0.0000	0.9464
犬群	1	0.0000	0.9464
联苯	1	0.0000	0.9464
红系	1	0.0000	0.9464
居住地	1	0.0000	0.9464
松果	1	0.0000	0.9464
脉据	1	0.0000	0.9464
腹股沟	1	0.0000	0.9465
低油	1	0.0000	0.9465
可待因	1	0.0000	0.9465
二氧化硫	1	0.0000	0.9465
活化剂	1	0.0000	0.9465
硝酸钙	1	0.0000	0.9465
缝合线	1	0.0000	0.9465
茄病	1	0.0000	0.9465
棒束菌	1	0.0000	0.9465
患癌	1	0.0000	0.9465
顶空	1	0.0000	0.9465
法定	1	0.0000	0.9465
视景	1	0.0000	0.9465
勘验	1	0.0000	0.9466
旁区	1	0.0000	0.9466
面古	1	0.0000	0.9466
基岩	1	0.0000	0.9466
吸氮量	1	0.0000	0.9466
瘦肉率	1	0.0000	0.9466
三棱镜	1	0.0000	0.9466
黑须	1	0.0000	0.9466
污蝇	1	0.0000	0.9466
工农业	1	0.0000	0.9466
乱码	1	0.0000	0.9466
苹果皮	1	0.0000	0.9466
吞吐量	1	0.0000	0.9466
任务调度	1	0.0000	0.9466
痘苗	1	0.0000	0.9467
养活	1	0.0000	0.9467
犬源	1	0.0000	0.9467
黄唇	1	0.0000	0.9467
地克珠利	1	0.0000	0.9467
尾菜	1	0.0000	0.9467
糖体	1	0.0000	0.9467
个药	1	0.0000	0.9467
鳞屑	1	0.0000	0.9467
开源	1	0.0000	0.9467
密文	1	0.0000	0.9467
磷酸肽	1	0.0000	0.9467
汤加减	1	0.0000	0.9467
银染	1	0.0000	0.9468
低聚糖	1	0.0000	0.9468
犬类	1	0.0000	0.9468
角蕨	1	0.0000	0.9468
体臭	1	0.0000	0.9468
跨膜性	1	0.0000	0.9468
茸角	1	0.0000	0.9468
肉蛋	1	0.0000	0.9468
多粘菌素	1	0.0000	0.9468
鼓鸣泉	1	0.0000	0.9468
蛤蟆	1	0.0000	0.9468
棒瑚菌	1	0.0000	0.9468
棒瑚	1	0.0000	0.9468
概念模型	1	0.0000	0.9469
模拟系统	1	0.0000	0.9469
老龄	1	0.0000	0.9469
目级	1	0.0000	0.9469
协调控制	1	0.0000	0.9469
杀球	1	0.0000	0.9469
后顶	1	0.0000	0.9469
顶体	1	0.0000	0.9469
年收入	1	0.0000	0.9469
内滤	1	0.0000	0.9469
区单	1	0.0000	0.9469
血系	1	0.0000	0.9469
渔船	1	0.0000	0.9469
雌配子	1	0.0000	0.9469
单条	1	0.0000	0.9470
条差	1	0.0000	0.9470
论文集	1	0.0000	0.9470
收治	1	0.0000	0.9470
蚜蝇	1	0.0000	0.9470
花蝇科	1	0.0000	0.9470
粗毛羊	1	0.0000	0.9470
饲草	1	0.0000	0.9470
强骨	1	0.0000	0.9470
桥本	1	0.0000	0.9470
份复齿	1	0.0000	0.9470
鼯鼠	1	0.0000	0.9470
干奶	1	0.0000	0.9470
颞导痫性	1	0.0000	0.9471
示额	1	0.0000	0.9471
耳垂	1	0.0000	0.9471
砂梨	1	0.0000	0.9471
摘叶	1	0.0000	0.9471
伴癌	1	0.0000	0.9471
下唇	1	0.0000	0.9471
面部皮肤	1	0.0000	0.9471
色期	1	0.0000	0.9471
岗梅	1	0.0000	0.9471
电子自旋	1	0.0000	0.9471
顺磁效应	1	0.0000	0.9471
矮杆	1	0.0000	0.9471
土生	1	0.0000	0.9471
蕨属	1	0.0000	0.9472
奶类	1	0.0000	0.9472
胎因	1	0.0000	0.9472
因能	1	0.0000	0.9472
肠轴	1	0.0000	0.9472
高血脂	1	0.0000	0.9472
型易	1	0.0000	0.9472
办公	1	0.0000	0.9472
视觉作用	1	0.0000	0.9472
生产潜力	1	0.0000	0.9472
页面	1	0.0000	0.9472
调脂	1	0.0000	0.9472
慢痞	1	0.0000	0.9472
迫切需要	1	0.0000	0.9473
土家族	1	0.0000	0.9473
血管炎	1	0.0000	0.9473
水鸡	1	0.0000	0.9473
秧鸡	1	0.0000	0.9473
脾三脏	1	0.0000	0.9473
神志	1	0.0000	0.9473
利伐	1	0.0000	0.9473
端胺	1	0.0000	0.9473
珠亲	1	0.0000	0.9473
甘味	1	0.0000	0.9473
辛味	1	0.0000	0.9473
酸味	1	0.0000	0.9473
中糖链	1	0.0000	0.9474
理研菌	1	0.0000	0.9474
分节	1	0.0000	0.9474
旺期	1	0.0000	0.9474
耳部	1	0.0000	0.9474
饮食习惯	1	0.0000	0.9474
萘乙酸	1	0.0000	0.9474
黄草	1	0.0000	0.9474
芥属	1	0.0000	0.9474
冷水性	1	0.0000	0.9474
红熟果	1	0.0000	0.9474
蒴齿	1	0.0000	0.9474
蒴周层	1	0.0000	0.9474
沙班	1	0.0000	0.9474
有机氯	1	0.0000	0.9475
肽键	1	0.0000	0.9475
花蕊	1	0.0000	0.9475
磺肽	1	0.0000	0.9475
小兽	1	0.0000	0.9475
旁脑	1	0.0000	0.9475
概括性	1	0.0000	0.9475
性生活	1	0.0000	0.9475
女性阴道	1	0.0000	0.9475
两臂	1	0.0000	0.9475
籽鹅	1	0.0000	0.9475
结合态	1	0.0000	0.9475
量刑	1	0.0000	0.9475
漠视	1	0.0000	0.9476
定罪	1	0.0000	0.9476
人格障碍	1	0.0000	0.9476
颈静脉	1	0.0000	0.9476
池法	1	0.0000	0.9476
编盲	1	0.0000	0.9476
盲态	1	0.0000	0.9476
嗅裂区	1	0.0000	0.9476
鞍区	1	0.0000	0.9476
斜坡	1	0.0000	0.9476
蝶窦	1	0.0000	0.9476
香型	1	0.0000	0.9476
编研	1	0.0000	0.9476
鳜的	1	0.0000	0.9477
铁粒	1	0.0000	0.9477
荷芋	1	0.0000	0.9477
气腔	1	0.0000	0.9477
理肺	1	0.0000	0.9477
鸟兽	1	0.0000	0.9477
臀部	1	0.0000	0.9477
例脑	1	0.0000	0.9477
粘度	1	0.0000	0.9477
经尾	1	0.0000	0.9477
小头	1	0.0000	0.9477
条漆	1	0.0000	0.9477
用鼠	1	0.0000	0.9477
豆型	1	0.0000	0.9477
龙生	1	0.0000	0.9478
荚膜多糖	1	0.0000	0.9478
舌组	1	0.0000	0.9478
血虚	1	0.0000	0.9478
宇宙	1	0.0000	0.9478
苍蝇	1	0.0000	0.9478
氮胞苷	1	0.0000	0.9478
虱螨脲	1	0.0000	0.9478
屠场	1	0.0000	0.9478
血液病	1	0.0000	0.9478
菜地	1	0.0000	0.9478
赝反伽	1	0.0000	0.9478
大学教授	1	0.0000	0.9478
特殊津贴	1	0.0000	0.9479
国家杰出青年基金	1	0.0000	0.9479
优秀教师	1	0.0000	0.9479
国力	1	0.0000	0.9479
土壤资源	1	0.0000	0.9479
氯盐	1	0.0000	0.9479
变焦	1	0.0000	0.9479
实验设计	1	0.0000	0.9479
中犬尿	1	0.0000	0.9479
味丸	1	0.0000	0.9479
氟苯虫	1	0.0000	0.9479
光籽	1	0.0000	0.9479
髂前	1	0.0000	0.9479
绘制地图	1	0.0000	0.9480
企业家	1	0.0000	0.9480
监测站	1	0.0000	0.9480
出版日期	1	0.0000	0.9480
行产	1	0.0000	0.9480
适用人群	1	0.0000	0.9480
汁液	1	0.0000	0.9480
正四面体	1	0.0000	0.9480
和帕妥珠	1	0.0000	0.9480
公山	1	0.0000	0.9480
倾角	1	0.0000	0.9480
教学法	1	0.0000	0.9480
耻骨	1	0.0000	0.9480
支肌	1	0.0000	0.9480
和多胺	1	0.0000	0.9481
腺核	1	0.0000	0.9481
跑台	1	0.0000	0.9481
呋虫胺	1	0.0000	0.9481
淡红色	1	0.0000	0.9481
内见	1	0.0000	0.9481
片状	1	0.0000	0.9481
细分化	1	0.0000	0.9481
半通道	1	0.0000	0.9481
异步控制	1	0.0000	0.9481
空闲	1	0.0000	0.9481
土木	1	0.0000	0.9481
唇鱼	1	0.0000	0.9481
波纹	1	0.0000	0.9482
肺栓塞	1	0.0000	0.9482
体属	1	0.0000	0.9482
孢犬尿	1	0.0000	0.9482
和体	1	0.0000	0.9482
羊痘	1	0.0000	0.9482
棱果	1	0.0000	0.9482
多鳞	1	0.0000	0.9482
复合肥	1	0.0000	0.9482
基肥	1	0.0000	0.9482
水肥	1	0.0000	0.9482
色氨酰	1	0.0000	0.9482
香鱼	1	0.0000	0.9482
锥状	1	0.0000	0.9482
净重	1	0.0000	0.9483
荒地	1	0.0000	0.9483
信息点	1	0.0000	0.9483
骨木	1	0.0000	0.9483
鼻部	1	0.0000	0.9483
酒渣鼻	1	0.0000	0.9483
蠕形	1	0.0000	0.9483
肋果	1	0.0000	0.9483
中聚酮	1	0.0000	0.9483
警惕性	1	0.0000	0.9483
除雪	1	0.0000	0.9483
收集家	1	0.0000	0.9483
经家	1	0.0000	0.9483
二氢	1	0.0000	0.9484
清入	1	0.0000	0.9484
树茎	1	0.0000	0.9484
菌菌群	1	0.0000	0.9484
内共生	1	0.0000	0.9484
地果	1	0.0000	0.9484
矛线目	1	0.0000	0.9484
药房	1	0.0000	0.9484
惯导	1	0.0000	0.9484
载物	1	0.0000	0.9484
复磷	1	0.0000	0.9484
魔王	1	0.0000	0.9484
住院治疗	1	0.0000	0.9484
卡拉胶	1	0.0000	0.9485
苔色酸	1	0.0000	0.9485
碳端	1	0.0000	0.9485
收益	1	0.0000	0.9485
竞争者	1	0.0000	0.9485
碳烯	1	0.0000	0.9485
银锭	1	0.0000	0.9485
脂高糖	1	0.0000	0.9485
同志	1	0.0000	0.9485
痢疾	1	0.0000	0.9485
环糊精	1	0.0000	0.9485
圆弧	1	0.0000	0.9485
铰链	1	0.0000	0.9485
因冈	1	0.0000	0.9485
关节镜	1	0.0000	0.9486
腱病	1	0.0000	0.9486
肩袖	1	0.0000	0.9486
大师	1	0.0000	0.9486
国医	1	0.0000	0.9486
脾方	1	0.0000	0.9486
阔叶树	1	0.0000	0.9486
水果醋	1	0.0000	0.9486
苹果醋	1	0.0000	0.9486
皮果	1	0.0000	0.9486
枯肉	1	0.0000	0.9486
采取有效	1	0.0000	0.9486
杆状	1	0.0000	0.9486
正品	1	0.0000	0.9487
细茎	1	0.0000	0.9487
丰钾	1	0.0000	0.9487
脱氧核苷	1	0.0000	0.9487
盲区	1	0.0000	0.9487
基组	1	0.0000	0.9487
寄鱼	1	0.0000	0.9487
逆法	1	0.0000	0.9487
窄带	1	0.0000	0.9487
国标	1	0.0000	0.9487
醋龄	1	0.0000	0.9487
香醋	1	0.0000	0.9487
高效化	1	0.0000	0.9487
沉淀物	1	0.0000	0.9488
下臂	1	0.0000	0.9488
芽生	1	0.0000	0.9488
低花	1	0.0000	0.9488
血橙	1	0.0000	0.9488
头牛	1	0.0000	0.9488
生防菌区	1	0.0000	0.9488
砂皮	1	0.0000	0.9488
宗丸	1	0.0000	0.9488
高碳	1	0.0000	0.9488
位区	1	0.0000	0.9488
癸二烯	1	0.0000	0.9488
晶胞	1	0.0000	0.9488
乳香	1	0.0000	0.9488
猪舍	1	0.0000	0.9489
配料	1	0.0000	0.9489
穗子	1	0.0000	0.9489
围术	1	0.0000	0.9489
中甾体	1	0.0000	0.9489
驼毛	1	0.0000	0.9489
果花	1	0.0000	0.9489
产竹	1	0.0000	0.9489
竹红	1	0.0000	0.9489
技术性	1	0.0000	0.9489
松褐	1	0.0000	0.9489
专用性	1	0.0000	0.9489
泛型	1	0.0000	0.9489
初心	1	0.0000	0.9490
弹力	1	0.0000	0.9490
前沿科学	1	0.0000	0.9490
最低水平	1	0.0000	0.9490
众人	1	0.0000	0.9490
长臂	1	0.0000	0.9490
基为	1	0.0000	0.9490
兔形目	1	0.0000	0.9490
玄府	1	0.0000	0.9490
迹地	1	0.0000	0.9490
特效药	1	0.0000	0.9490
早隔离	1	0.0000	0.9490
无法解释	1	0.0000	0.9490
红牛	1	0.0000	0.9490
乌皮	1	0.0000	0.9491
活活	1	0.0000	0.9491
后囊	1	0.0000	0.9491
肌糖	1	0.0000	0.9491
中属	1	0.0000	0.9491
锥磷	1	0.0000	0.9491
理中丸	1	0.0000	0.9491
病芽	1	0.0000	0.9491
将枣	1	0.0000	0.9491
药芯	1	0.0000	0.9491
雄蕾	1	0.0000	0.9491
雌蕾	1	0.0000	0.9491
翅尖	1	0.0000	0.9491
氨气	1	0.0000	0.9492
高能	1	0.0000	0.9492
单味药	1	0.0000	0.9492
年鉴	1	0.0000	0.9492
灌施	1	0.0000	0.9492
优育	1	0.0000	0.9492
胞内区	1	0.0000	0.9492
下眼睑	1	0.0000	0.9492
鼻中隔	1	0.0000	0.9492
所指	1	0.0000	0.9492
显生宙	1	0.0000	0.9492
锰矿	1	0.0000	0.9492
犯罪学	1	0.0000	0.9492
法学	1	0.0000	0.9493
性施	1	0.0000	0.9493
抗原呈递	1	0.0000	0.9493
和易	1	0.0000	0.9493
沙糖	1	0.0000	0.9493
福菜薯	1	0.0000	0.9493
食味	1	0.0000	0.9493
无盐	1	0.0000	0.9493
热能	1	0.0000	0.9493
禾甲安	1	0.0000	0.9493
细胞组织	1	0.0000	0.9493
浊流	1	0.0000	0.9493
玉奴	1	0.0000	0.9493
小斑	1	0.0000	0.9493
虾肠	1	0.0000	0.9494
对公	1	0.0000	0.9494
弹性散射	1	0.0000	0.9494
期经	1	0.0000	0.9494
光波	1	0.0000	0.9494
流花	1	0.0000	0.9494
岩层	1	0.0000	0.9494
亚界	1	0.0000	0.9494
右支	1	0.0000	0.9494
筛状	1	0.0000	0.9494
肝吸虫	1	0.0000	0.9494
单穴	1	0.0000	0.9494
经穴	1	0.0000	0.9494
新会	1	0.0000	0.9495
蚊头	1	0.0000	0.9495
核和质	1	0.0000	0.9495
类醛	1	0.0000	0.9495
内收蛋白	1	0.0000	0.9495
缩酶	1	0.0000	0.9495
木霉热激	1	0.0000	0.9495
鸡醌	1	0.0000	0.9495
外髓区	1	0.0000	0.9495
内髓区	1	0.0000	0.9495
治学	1	0.0000	0.9495
发现者	1	0.0000	0.9495
人生	1	0.0000	0.9495
护理人员	1	0.0000	0.9496
夜光	1	0.0000	0.9496
内瘘	1	0.0000	0.9496
风湿	1	0.0000	0.9496
灵魂	1	0.0000	0.9496
异曲同工	1	0.0000	0.9496
鼻猴	1	0.0000	0.9496
预防性	1	0.0000	0.9496
脂片	1	0.0000	0.9496
美雄酮	1	0.0000	0.9496
化镓	1	0.0000	0.9496
丙氨酰	1	0.0000	0.9496
首任	1	0.0000	0.9496
主笔	1	0.0000	0.9496
图集	1	0.0000	0.9497
内消旋	1	0.0000	0.9497
鼻状	1	0.0000	0.9497
多重性	1	0.0000	0.9497
新鳍	1	0.0000	0.9497
梵净山	1	0.0000	0.9497
工效	1	0.0000	0.9497
硅基	1	0.0000	0.9497
基片	1	0.0000	0.9497
芯片级	1	0.0000	0.9497
交界	1	0.0000	0.9497
营业	1	0.0000	0.9497
北逐代	1	0.0000	0.9497
联谊	1	0.0000	0.9498
小船	1	0.0000	0.9498
种蛋	1	0.0000	0.9498
小席	1	0.0000	0.9498
灌输	1	0.0000	0.9498
油页岩	1	0.0000	0.9498
测量仪	1	0.0000	0.9498
票数	1	0.0000	0.9498
突发事件	1	0.0000	0.9498
棉石系	1	0.0000	0.9498
粪口途径	1	0.0000	0.9498
学业	1	0.0000	0.9498
网络层	1	0.0000	0.9498
物联	1	0.0000	0.9499
邮编	1	0.0000	0.9499
大写	1	0.0000	0.9499
题名	1	0.0000	0.9499
称号	1	0.0000	0.9499
试点	1	0.0000	0.9499
委托书	1	0.0000	0.9499
杆藻	1	0.0000	0.9499
肋缝藻	1	0.0000	0.9499
本研	1	0.0000	0.9499
字母	1	0.0000	0.9499
底质	1	0.0000	0.9499
噬酸菌	1	0.0000	0.9499
聋伴	1	0.0000	0.9499
茼蒿	1	0.0000	0.9500
土包子	1	0.0000	0.9500
汉水	1	0.0000	0.9500
感组	1	0.0000	0.9500
皮肌炎	1	0.0000	0.9500
双瓣	1	0.0000	0.9500
核电厂	1	0.0000	0.9500
射精管	1	0.0000	0.9500
组肌	1	0.0000	0.9500
智商	1	0.0000	0.9500
红菌	1	0.0000	0.9500
排放量	1	0.0000	0.9500
截面积	1	0.0000	0.9500
三角形	1	0.0000	0.9501
结晶性	1	0.0000	0.9501
养蚕业	1	0.0000	0.9501
次长	1	0.0000	0.9501
瓜纹	1	0.0000	0.9501
蚜传	1	0.0000	0.9501
生物学系	1	0.0000	0.9501
宽边	1	0.0000	0.9501
南片	1	0.0000	0.9501
北片	1	0.0000	0.9501
虫子	1	0.0000	0.9501
末段	1	0.0000	0.9501
内皮素	1	0.0000	0.9501
防护林	1	0.0000	0.9501
风景林	1	0.0000	0.9502
枫叶	1	0.0000	0.9502
甲长	1	0.0000	0.9502
贲门	1	0.0000	0.9502
胆石症	1	0.0000	0.9502
援外	1	0.0000	0.9502
胃轻瘫	1	0.0000	0.9502
路网	1	0.0000	0.9502
松乳菇子	1	0.0000	0.9502
专属性	1	0.0000	0.9502
研磨成粉	1	0.0000	0.9502
片面性	1	0.0000	0.9502
人格特质	1	0.0000	0.9502
特质焦虑	1	0.0000	0.9503
目的性	1	0.0000	0.9503
历史文献	1	0.0000	0.9503
封面	1	0.0000	0.9503
北草	1	0.0000	0.9503
凝灰岩	1	0.0000	0.9503
播种期	1	0.0000	0.9503
肩锁	1	0.0000	0.9503
方程组	1	0.0000	0.9503
酸橙	1	0.0000	0.9503
葡糖胺	1	0.0000	0.9503
代代	1	0.0000	0.9503
抛橘	1	0.0000	0.9503
疤痕	1	0.0000	0.9504
射击	1	0.0000	0.9504
石镞	1	0.0000	0.9504
资金短缺	1	0.0000	0.9504
采集者	1	0.0000	0.9504
装饰品	1	0.0000	0.9504
鸵鸟蛋	1	0.0000	0.9504
中枣	1	0.0000	0.9504
红枣	1	0.0000	0.9504
窑人	1	0.0000	0.9504
昼升夜	1	0.0000	0.9504
项目数	1	0.0000	0.9504
精氨酰	1	0.0000	0.9504
豹斑	1	0.0000	0.9504
鲜奶	1	0.0000	0.9505
奶样	1	0.0000	0.9505
薯干	1	0.0000	0.9505
鳕形	1	0.0000	0.9505
鳕脑	1	0.0000	0.9505
腹型	1	0.0000	0.9505
小性	1	0.0000	0.9505
患性	1	0.0000	0.9505
单粒	1	0.0000	0.9505
总皂甙	1	0.0000	0.9505
皂甙	1	0.0000	0.9505
脂化	1	0.0000	0.9505
欧文	1	0.0000	0.9505
双绞	1	0.0000	0.9506
飞翔	1	0.0000	0.9506
平胸	1	0.0000	0.9506
突胸	1	0.0000	0.9506
紫球	1	0.0000	0.9506
海星	1	0.0000	0.9506
羟磷灰石	1	0.0000	0.9506
数据误差	1	0.0000	0.9506
节肢	1	0.0000	0.9506
电泳图	1	0.0000	0.9506
终生	1	0.0000	0.9506
蜗牛	1	0.0000	0.9506
花径	1	0.0000	0.9506
粗度	1	0.0000	0.9507
被形	1	0.0000	0.9507
产电	1	0.0000	0.9507
电性能	1	0.0000	0.9507
八味	1	0.0000	0.9507
美籍	1	0.0000	0.9507
非裔	1	0.0000	0.9507
和二氢异	1	0.0000	0.9507
蚁群	1	0.0000	0.9507
铝土矿	1	0.0000	0.9507
瘀论	1	0.0000	0.9507
利尿	1	0.0000	0.9507
大疱性	1	0.0000	0.9507
啮齿	1	0.0000	0.9507
交叉感染	1	0.0000	0.9508
赛马场	1	0.0000	0.9508
场法	1	0.0000	0.9508
芽尖	1	0.0000	0.9508
茶苗	1	0.0000	0.9508
枳是	1	0.0000	0.9508
富民	1	0.0000	0.9508
荠蓝	1	0.0000	0.9508
内水	1	0.0000	0.9508
中盐	1	0.0000	0.9508
尿钠	1	0.0000	0.9508
叶型	1	0.0000	0.9508
阴地蕨	1	0.0000	0.9508
凯迪	1	0.0000	0.9509
丸剂	1	0.0000	0.9509
枫斗晶	1	0.0000	0.9509
和氮	1	0.0000	0.9509
盐胁	1	0.0000	0.9509
毒麦	1	0.0000	0.9509
实际困难	1	0.0000	0.9509
廊芋	1	0.0000	0.9509
星花	1	0.0000	0.9509
血腔	1	0.0000	0.9509
黄花菜	1	0.0000	0.9509
钠盐	1	0.0000	0.9509
力光	1	0.0000	0.9509
近场	1	0.0000	0.9510
芬酸	1	0.0000	0.9510
二乙胺	1	0.0000	0.9510
母质	1	0.0000	0.9510
氮周转	1	0.0000	0.9510
活动力	1	0.0000	0.9510
本科生	1	0.0000	0.9510
专项	1	0.0000	0.9510
执业	1	0.0000	0.9510
高学历	1	0.0000	0.9510
口腔医学	1	0.0000	0.9510
养育	1	0.0000	0.9510
犬科	1	0.0000	0.9510
茎区	1	0.0000	0.9510
三界	1	0.0000	0.9511
保种场	1	0.0000	0.9511
血统	1	0.0000	0.9511
泛菌	1	0.0000	0.9511
马蹄	1	0.0000	0.9511
塔形	1	0.0000	0.9511
茎鞘	1	0.0000	0.9511
色敏	1	0.0000	0.9511
性假	1	0.0000	0.9511
姊妹	1	0.0000	0.9511
鞭毛藻	1	0.0000	0.9511
无翅蚜	1	0.0000	0.9511
橘蚜	1	0.0000	0.9511
蛱蝶	1	0.0000	0.9512
整蚕	1	0.0000	0.9512
显微照片	1	0.0000	0.9512
蝇虎	1	0.0000	0.9512
双氯	1	0.0000	0.9512
排泄量	1	0.0000	0.9512
甲鱼	1	0.0000	0.9512
监督局	1	0.0000	0.9512
鸡蛋壳	1	0.0000	0.9512
食粉	1	0.0000	0.9512
甜果	1	0.0000	0.9512
孕烷	1	0.0000	0.9512
巨菌	1	0.0000	0.9512
藻种	1	0.0000	0.9512
江蓠	1	0.0000	0.9513
人居	1	0.0000	0.9513
仪倍性	1	0.0000	0.9513
果酒	1	0.0000	0.9513
寄生物	1	0.0000	0.9513
结合处	1	0.0000	0.9513
文石	1	0.0000	0.9513
介壳	1	0.0000	0.9513
异核	1	0.0000	0.9513
家谱	1	0.0000	0.9513
药库	1	0.0000	0.9513
危组间	1	0.0000	0.9513
主要参数	1	0.0000	0.9513
丹毒	1	0.0000	0.9514
前缘	1	0.0000	0.9514
肢骨	1	0.0000	0.9514
锁骨	1	0.0000	0.9514
富源	1	0.0000	0.9514
决策层	1	0.0000	0.9514
高血脂症	1	0.0000	0.9514
银芍	1	0.0000	0.9514
羟酸	1	0.0000	0.9514
院所	1	0.0000	0.9514
前沟	1	0.0000	0.9514
回输	1	0.0000	0.9514
果用	1	0.0000	0.9514
盒菌	1	0.0000	0.9515
管区	1	0.0000	0.9515
己醇	1	0.0000	0.9515
单词	1	0.0000	0.9515
阴洞	1	0.0000	0.9515
小房	1	0.0000	0.9515
人头骨	1	0.0000	0.9515
登革热病	1	0.0000	0.9515
榕树	1	0.0000	0.9515
干季	1	0.0000	0.9515
洪灾	1	0.0000	0.9515
人份	1	0.0000	0.9515
献血者	1	0.0000	0.9515
归队	1	0.0000	0.9515
示量	1	0.0000	0.9516
骨密质	1	0.0000	0.9516
通话	1	0.0000	0.9516
援助	1	0.0000	0.9516
热线	1	0.0000	0.9516
科马	1	0.0000	0.9516
科树	1	0.0000	0.9516
类动物	1	0.0000	0.9516
氟环唑	1	0.0000	0.9516
行家	1	0.0000	0.9516
衣纲	1	0.0000	0.9516
衣科	1	0.0000	0.9516
